	Ratings	Comments
1404	Rated 2 stars out of five stars	Uses up battery unnecessarily. My phone keeps giving me alerts about this app draining my battery even when I'm not actively using it.
1419	Rated 1 stars out of five stars	I'm tryna update wat does it cost vfb ta update I installed now I cant get da latest news or new stuff dat I shud ta have ta betta my services from u WOW wat a load of cramps
1421	Rated 1 stars out of five stars	When o place orders on it I dont get my star reward points.
1423	Rated 2 stars out of five stars	won't let me order.
1427	Rated 2 stars out of five stars	each time I try to use app,it is unavailable
1430	Rated 1 stars out of five stars	cannot get into site. always technical difficulties!
1435	Rated 1 stars out of five stars	pasword reset is a nightmare since i installed the app never been able to get to my account from the app
1453	Rated 1 stars out of five stars	app always has an error because it's too big.
1457	Rated 1 stars out of five stars	updates required too often and unavailable items are allowed to be added to cart
1460	Rated 2 stars out of five stars	good place but some time chose something with price fixe and when you move in bag the price change that is no fair
1465	Rated 1 stars out of five stars	DID NOT WORK! Extra 25% did not work.
1470	Rated 1 stars out of five stars	very confusing when trying to pay the bill
1477	Rated 1 stars out of five stars	never works when I'm in the store on their wifi
1491	Rated 1 stars out of five stars	Did you folks switch software? Taking forever for an update...
1494	Rated 1 stars out of five stars	app crashes & closes on ck out
1501	Rated 1 stars out of five stars	Keeps shutting down
1509	Rated 1 stars out of five stars	impossible to check out unless you can type all information in within 30 seconds
1510	Rated 1 stars out of five stars	I can't download
1523	Rated 1 stars out of five stars	The store app to make purchase does not work!!!
1528	Rated 1 stars out of five stars	I could not put in the new app and erased data to do so
1543	Rated 1 stars out of five stars	Can not sign in because forgot password, can't get reset from tech support.
1544	Rated 1 stars out of five stars	The APP has stop working
1553	Rated 2 stars out of five stars	It continues to need updating, not very happy about that
1571	Rated 2 stars out of five stars	This app is a pain to navigate. I have to navigate through 3 different screens just to get to the payment center
1578	Rated 1 stars out of five stars	app doesn't work
1581	Rated 1 stars out of five stars	app keeps signing me out
1590	Rated 1 stars out of five stars	Can never get this app to open when i try to order
1595	Rated 1 stars out of five stars	This app keeps crashing. Not cool!
1600	Rated 1 stars out of five stars	promo code didn't work
1603	Rated 1 stars out of five stars	Not very user friendly to pay on your account ☹
1612	Rated 1 stars out of five stars	takes forever and gives the wrong thing.
1617	Rated 1 stars out of five stars	cant see anything since update please try to fix as soon as possible
1629	Rated 1 stars out of five stars	app doesn't allow for item pictures to show
1634	Rated 1 stars out of five stars	my experience with Macy's has been very good.
1640	Rated 1 stars out of five stars	It crashes for enabling fingerprints: Account ---> Macy's Credit card --> enable fingerprint
1641	Rated 1 stars out of five stars	Product images are missing, after the update.
1653	Rated 2 stars out of five stars	this app keeps crashing. can't get anything done
1662	Rated 1 stars out of five stars	since the March update, I'm unable to use it!
1679	Rated 1 stars out of five stars	your app is always down. Can't order or pay my bill. Nordstrom & Neiman's a lot better.4
1692	Rated 1 stars out of five stars	every week to update. That's rubbish.
1693	Rated 1 stars out of five stars	app closes and crashes
1705	Rated 1 stars out of five stars	it's a pit. clothes and trash on floor 8n active wear upstairs.
1707	Rated 2 stars out of five stars	Can never see the pictures in my shopping cart.
1730	Rated 1 stars out of five stars	Worked on day one, on day 2 it didn't, uninstalled.
1735	Rated 1 stars out of five stars	cant open app while in store for scan and pay.
1738	Rated 2 stars out of five stars	poor design if press back it takes you all the way back to main page
1743	Rated 1 stars out of five stars	ks kid s sh ssg ss Kelly DHS ssg sh sh ss Shahs had ssand ss legs ks sh did ju ks dsd king ad jack s shakes sd ks dssssuchk sinks stickss
1750	Rated 1 stars out of five stars	incapable chat Representatives and unable to manage cart with out error messages
1755	Rated 2 stars out of five stars	requires signing in every time I want to use the app and updates too frequent
1766	Rated 1 stars out of five stars	always shuts down. coupons never work
1769	Rated 1 stars out of five stars	last version has problems .. can not see pics in cart at checkout
1787	Rated 1 stars out of five stars	app not working thats why i gave them one star
1799	Rated 1 stars out of five stars	your updated app will not download!
1835	Rated 1 stars out of five stars	nothing happens on my cell phone. why?
1836	Rated 2 stars out of five stars	Too many notices, too intrusive!
1854	Rated 1 stars out of five stars	not working. cant see puc or even log on
1859	Rated 1 stars out of five stars	The update has ruined my shopping experience:(
1871	Rated 2 stars out of five stars	cant log in to manage credit cards
1881	Rated 1 stars out of five stars	credit card reader is wrong app has glitches
1894	Rated 2 stars out of five stars	This app doesn't work most of the time and it doesn't load pictures.
1895	Rated 1 stars out of five stars	mobile app is unstable - crashes frequently
1905	Rated 2 stars out of five stars	keeps closing on me. please fix.
1907	Rated 1 stars out of five stars	new update can't see anything
1922	Rated 1 stars out of five stars	they told me if I download Macy's app I get 25% on my next purchase but that was a lie
1927	Rated 2 stars out of five stars	Haven't used it yet . May I ?
1928	Rated 1 stars out of five stars	can't add store receipt to earn points
1943	Rated 1 stars out of five stars	pictures are still not showing
1948	Rated 1 stars out of five stars	app closes repeatedly, worsens with updates
1971	Rated 1 stars out of five stars	horrible if i could give it a 0 i would
1975	Rated 1 stars out of five stars	cannot view products from app
1985	Rated 2 stars out of five stars	terrible, couldn't get on it
1993	Rated 1 stars out of five stars	"I still have an account at Macys. that i plan to Cancel. Let me be clear my comments today are more about Macy's the management not the app. My response may be inappropriate for this forum but because of my poor health I'm limited in opportunities. In aug 2016 my husband passed away. I 20 years youn...
Full Review"
1994	Rated 1 stars out of five stars	"Ordering is bad. Macy's gives you a tracking number but. They have you download their app so you can shop through the store again . There is no track my package. Really pisses you off. First you buy something then to track package told to download Macy's store app to track package.But there's no tra...
Full Review"
2002	Rated 1 stars out of five stars	"I downloaded the app after hearing about a special offer (25% off your first in-app purchase). After entering my details I was greeted with a message claiming that I've already used the app before, and was not eligible for the discount. Strange considering I've never purchased anything from Macy's b...
Full Review"
2005	Rated 2 stars out of five stars	super slow. bill pay is horrible
2006	Rated 1 stars out of five stars	"If you're downloading this app with the intention of getting 25% off your first order, the list of exclusions is exhaustive; it includes just about everything. Check it before shopping. Don't bother calling customer service; they don't understand English and can only follow a script that doesn't nec...
Full Review"
2013	Rated 1 stars out of five stars	The app sucks, always closing
2023	Rated 2 stars out of five stars	app kept me from getting special sale items because it kept crashing on checkout
2028	Rated 2 stars out of five stars	"It's fine to use in order to pay my credit card & explore offerings; however, I found it lacking in functionality at the store. 1) App does not work with in-store Wifi, 2) On my last visit to the store, I wanted to confirm of there's a sales price for the item I had settled on. The app's scanner did...
Full Review"
2029	Rated 1 stars out of five stars	"Macys lures you by telling you'll get 25% off your 1st purchase after you download the app... thats pretty big lie. They tell your discount will be applied to your cart once you've made a selection. Well, I did exactly that. I made a selection, put it in my cart to then find out it dosent qualify......
Full Review"
2030	Rated 1 stars out of five stars	"orders not ""fufilled"" Ive placed my order 3 times to be picked up at different locations said not available. All stores never received my pruduct. 2email said they couldn't fulfill my order 2-3hr after i placed my order. the last time i called by phone to check if the product is in stock. They advis...
Full Review"
2041	Rated 1 stars out of five stars	Update every month?!?
2042	Rated 2 stars out of five stars	"I was so excited to order from this app since the Macy's closed near us. I ordered a size 6x girls nightgown a d a boys 2T for Christmas, which the girls ended up being out of stock. On the the 23rd, I received an email that they apologized for, it should have been to me on the 18th. They gave me th...
Full Review"
2046	Rated 1 stars out of five stars	Cant see any images post upgrade
2051	Rated 2 stars out of five stars	"Browsing is not well structured. Orders online are not linked to the app account: i can not see my already placed order on it nor i can track it from app although it has same email, phone number and credit card associated only wasn't ordered through the app. already called the customer services told...
Full Review"
2053	Rated 1 stars out of five stars	dont install they dont give the 25% off on the 1st order the promo is fake
2070	Rated 1 stars out of five stars	Balance and credit are easily accessible, but in the almost year I've had this app, I've yet to have access to statements or recent transactions...it keeps taking me to a blank page. :/
2087	Rated 1 stars out of five stars	"I have a Macy's credit card at 1st it was $2000 limit. So I purchased a mattress for the same amount. I pay the minimum for each month about $25. And each time I go under my limit to have a low payment. Macy's lowers my credit so I have to pay $78 a month until I go under limit. So I pay my minimum ...
Full Review"
2091	Rated 2 stars out of five stars	overall ok for the option to do price checks but inconsistent on the proper price. sometimes not accurate. hangs quite a bit. cant do the scan and pay at all. will hang as soon as i scan. force closes after that. needs work.
2094	Rated 1 stars out of five stars	"MINUS ZERO STAR. macy hired a group of undisciplined monkies to represent Macy's company and run as cust serv phone reps who have no integrity or professionalism and utterly incompetent of doing their real duties except did an awesome job at getting rid of macy's customers and decreasing the company...
Full Review"
2099	Rated 1 stars out of five stars	Not good. Cart can change, delivery and store can change. This is happening while logged in!! Items will be shown as not available ONLY after starting check out process. Come back and log in again, and your cart is cleared out or delivery methods changed. ugh!
2114	Rated 2 stars out of five stars	It freezes up constantly. I'm very disappointed with it.
2120	Rated 1 stars out of five stars	"The scan and pay feature did not work. It kept telling me I had to be in a Macy's store to use it while I was standing right in front of a checkout counter in a Macy's store. Even if it did work I don't see the point. You still have to take you're merchandice to the checkout counter before you leave...
Full Review"
2122	Rated 1 stars out of five stars	"Extremely buggy app. Constantly freezes when on a page and it refuses to reload and doesnt show items. Constantly shuts down. Impossible to buy anything since it shuts down and then my cart is cleared. I tried uninstalling and reinstalling the app twice, no luck. This is the only app on my phone tha...
Full Review"
2126	Rated 2 stars out of five stars	"The app used to work, but with the recent update, nothing loads. I just keep getting a button that says ""Unable to load. Tap to retry"". But no matter how many times I tap, or uninstall and reinstall the app, nothing works. The website itself has no issues, but the app has stopped being functional."
2127	Rated 1 stars out of five stars	the product they sale online is of poor quality .my Calvin Klein pocketbook is already coming apart. so I won't be needing your app. Thank you Debra Thomas
2133	Rated 1 stars out of five stars	I have tried for days to order online a pair of shoes. My address, order, and payment method are accepted; but the site just spins for an hour. Tried again today, but now the price is no longer the sale price.
2138	Rated 1 stars out of five stars	Horrible App. keep FREEZING UP!
2139	Rated 1 stars out of five stars	This app is poorly done.
2143	Rated 1 stars out of five stars	Cant log in. reseted my password and still cant log in
2144	Rated 1 stars out of five stars	it sucks, keep saying update
2148	Rated 1 stars out of five stars	Can't edit your review.
2150	Rated 1 stars out of five stars	"Constantly ""updating"" stupid app - always need a ""New Update"" before use. Macy's is GREAT!! Macy's app' SUCKS!! I don't want to download a ""New Update"" every time I try to use it (I might as well get an iPhone for such an iNconvenience). Device Huawei Mediapad X2 - 7-inch greatness."
2157	Rated 2 stars out of five stars	the scan and pay option is broken 🙁
2158	Rated 1 stars out of five stars	I downloaded the app to pay my bill and it was useless. Pretty much you can get a statement with account information from Macy's but have to show up to the store to pay it if your card hasn't come in. No help through the app, online or by calling... totally disappointed with Macy's
2164	Rated 1 stars out of five stars	I would for Macy's and use this app every single day. I gave it a one star because of login issues. I have changed my password multiple times using the reset function and I still cannot log in. A lot of customers at my store have the same problem.
2172	Rated 2 stars out of five stars	This app would be good if the purchases andcreturns were updated in real time. It seems to take several days to show them as well as post credits to an account. Therefore, you have to keep checking daily for account transaction updates.
2175	Rated 1 stars out of five stars	App is very confusing in terms of use. Very hard to find the exact products you want. Uninstalled the app after 10 minutes of using and went back to my Walmart app to order Products. And as usual got the Products exactly the way I wanted.
2179	Rated 1 stars out of five stars	it sucks !!! it just takes up more storage on my phone and keeps on updating, and continued to update requring more storage. i'm deleting this APP, right after I finish writing this survay.
2181	Rated 1 stars out of five stars	Was frustrated & disappointed when I had spent time loading 5 items in my cart & only got 25% off on 1 item. It states you'll receive an additional 25% off an order by installing the app. This was not the case & a waste of my time.
2183	Rated 1 stars out of five stars	"9 times out of ten if I try to order something with this app it gives me an inventory error message & doesnt complete the order. last night I put everything in the virtual cart called macys to have them push it thru so it didn't get deleted AGAIN. (3X TOTAL) however between my husband and myself we ...
Full Review"
2184	Rated 2 stars out of five stars	nothing good to shop no good deal
2193	Rated 1 stars out of five stars	I tried to create an account from the app and not only didn't it create the account the whole hour I waited for it to save, but it also drained my battery! HORRIBLE!!
2195	Rated 1 stars out of five stars	CHANGE IT BACK!!! The new updates will not let me see any category, item, or use the website on my phone because the app overrides it. Macy's is losing tons of money because I can't actually shop.
2201	Rated 1 stars out of five stars	"Multiple payments to Macy's Credit Cards will not process through the app. Connection errors and will not allow viewing or downloading of past statements. Balances on the cards increase whether you use them or not and the app refreshes when you attempt payments. The app does not even display all pas...
Full Review"
2203	Rated 1 stars out of five stars	it alright i cant get in app
2204	Rated 1 stars out of five stars	"I had an issue with my order I was promised 30%discount, person could not honor what I was promised so she gave me 20% discount and FREE expidiated shipping, went on Macy's website and I was charged the expidiated shipping so I called back and now they cannot honor that, last time I will shop Macy's...
Full Review"
2208	Rated 1 stars out of five stars	Hey macys. Please take some time and develop an app that is compatible with tablets. Is very uncomfortable to be forced to switch to portrait mode. In the end where is the Magic in that?.
2209	Rated 2 stars out of five stars	Very poor quality. Scrolling barely works, clicks are registered in the wrong places, and some links can't be clicked at all! The app is also extremely slow and full of an excessive amount of popups. I had to close about 5 popups before I could get to my Macy's card statement.
2211	Rated 1 stars out of five stars	Requiring a Macy's account to get initial app user savings keeps me from buying this way. I'm a loyal shopper, but I only use one credit card for all my shopping. Too bad, I lost the Macy's card in my divorce.
2214	Rated 1 stars out of five stars	This app is unreliable. I always get an email 2 hours later saying my order was canceled. I have to call their customer service to confirm the purchase. What a waste of time!
2218	Rated 1 stars out of five stars	Don't waste your time every order is canceled and you have to call customer service to verify your account, i put up with this BS for months and they couldn't give me a reason why ,they said they do it to everyone , no thanks you're not doing me any favors F off ! MACY'S
2226	Rated 1 stars out of five stars	does not connect to wifi signal
2234	Rated 2 stars out of five stars	Frequently have problems with valid password not being accepted. I make a new password and get into the site. Next time, same problem. Never have this happen with any other site
2241	Rated 1 stars out of five stars	App is not responsive and when I finished shopping and went to check out it said there was technical difficulties. I called the phone number and no one was available. I would avoid the app.
2246	Rated 1 stars out of five stars	filters dont work, very slow
2253	Rated 2 stars out of five stars	This app is kind of pointless if your dont have a amex/macys card because you wont be able to use the app to it's full extent like paying bills online. Makes no sense when they offer paperless statements when you cant add a regular card to view a statement or pay a bill.
2254	Rated 2 stars out of five stars	It used to be OK...until lately I have the hardest time placing an order...I used to buy at least twice a month but now its just impossible...I thought is was my phone but reading the reviews I have noticed I'm not the only one having problems...
2255	Rated 1 stars out of five stars	Latest comment: Whatever they did, now I am not be able to shop with the app at all. And my app is up to date. What a bummer during the holiday shopping time!
2263	Rated 1 stars out of five stars	crashes EVERY TIME I use it!!!
2274	Rated 1 stars out of five stars	Uninstalled it after finding out unable to place an order. Got all my items in cart and when ready to check out, can't put in my credit card security code, kept bouncing out of the page. Had to place the order via either my computer or browser on my phone. Please fix the problem!!!!
2285	Rated 2 stars out of five stars	Slow, doesn't open images when clicked on from list. Very frustrating when I would much rather shop online than in-store!
2288	Rated 2 stars out of five stars	Scanned some items in the store, added them to the cart and went to look at them a day later and they were gone and the Recent Scan list was empty. Buggy app.
2289	Rated 1 stars out of five stars	"Very unhappy with the app and Macy's! Can not access Macy's cash! Can see it but no bar code. Was at store-""no one can do anything about it"""
2292	Rated 2 stars out of five stars	images dont load within the app
2302	Rated 2 stars out of five stars	keeps closing when i try make purchases or pay my balance
2303	Rated 2 stars out of five stars	Locks up and takes way too long to do anything. I could drive the 15 miles to the store, shop, purchase and be home quicker than I can buy online
2309	Rated 1 stars out of five stars	My first online purchase with Macy's & opened an account or at least tried to. Got in touch with someone & she didn't help at all. I'm disabled & needed some dress shoes for my great nieces wedding soon. I WAS NOT A HAPPY PERSON AT ALL & WILL NEVER DO BUSINESS WITH THEM EVER. VERY RUDE.
2317	Rated 2 stars out of five stars	there's always something wrong... doesn't accept the correct password, down around pmt due date, or just can't access when needed.
2318	Rated 1 stars out of five stars	No 25% discount available, so I uninstalled the app, and will be purchasing my jeans at Nordstrom instead. Thanks for nothing.
2319	Rated 1 stars out of five stars	"This app is AWFUL to use. You would think that as large as Macy's is that they could invest in a user friendly shopping app. Just to browse for size M tops kept giving me errors. Browsing in heneraland sorting items by category is difficult. It's like the Kohl's app...... used it once to find some m...
Full Review"
2324	Rated 1 stars out of five stars	They promise you 25% off for your 1st app purchase but it doesn't work. They just want you to download the app. Dont fall for the trick.
2332	Rated 1 stars out of five stars	two of my orders been processed and in a min cancelled. i thougjt its my problem with a bank but nope. made same order with same cc from dillards and everything worked out great.
2339	Rated 1 stars out of five stars	Ordered from app which worked well. Had a return and a couple exchanges. Online site was unavailable and nothing on app to handle problem. Spent over an hour on phone straightening everything out. Not a user friendly process.
2343	Rated 2 stars out of five stars	It glitches alot it wont allow me to put my actual credit security number only the maycs one i can only use their card and it does the same in different areas it wont let me punch in numbers and its been doing it for about a year and yes i alwsys update the app
2344	Rated 2 stars out of five stars	I used to love using this app, but ever since a few months ago or so, I can never checkout my items without the app crashing. Do you not want my money? Lol
2347	Rated 2 stars out of five stars	"Fix your freaking app! There's always a ""We're experiencing technical difficulties"" error message, and I can't even log in!"
2358	Rated 1 stars out of five stars	so far pretty bad
2372	Rated 1 stars out of five stars	would not even give ir a 1 says 25% off if download go check out of course not Available on anything what a waste of time dont sign up for email that 1 doesnt either. can get 165 dollar dishes dor for 95 elsewhere and no hassle.
2375	Rated 1 stars out of five stars	I love Macy's and loved the old app but this new update is horrible! There's glitches and it makes it impossible to shop!!!
2387	Rated 1 stars out of five stars	absolutely satisfy tanks Macy's
2391	Rated 1 stars out of five stars	this is the worst app that I have every used. I have contact macys about the issue about a dozen time amd to this day it still dosent show the image when you go to view your purchase.
2392	Rated 2 stars out of five stars	Issues starting a return
2395	Rated 1 stars out of five stars	Not happy with this new app whoever I speak to is not happy either we need our old one back too much confusion a big waste of time
2399	Rated 1 stars out of five stars	sucks I click on the item I want to see and the picture doesn't show I thought it was just one time but no I refresh and click on another item and same thing..
2405	Rated 1 stars out of five stars	app never worked correctly. customer service. couldnt help and now I'm inundated with emails. thanks so much!
2419	Rated 2 stars out of five stars	Can't pay my credit card because the links within the app are invalid. Seriously, Macy's? Get it together.
2426	Rated 2 stars out of five stars	Its constantly freezing.
2429	Rated 2 stars out of five stars	Clothing sections are not uploading. I have to go online instead of using the app. What use is the app?
2435	Rated 2 stars out of five stars	The app seemed to go down on black Friday, every choice I would make would trigger a technical issue and not add to the cart.
2441	Rated 1 stars out of five stars	This app sucks!!! None of this stuff do you have in stores. I took the time to go check it out . It was a waist of time.
2457	Rated 1 stars out of five stars	can't get signed into the app
2462	Rated 1 stars out of five stars	For some reason I couldn't adding my macys card info and my cell number, I tried very thing but nothing changed so I couldn't make my payments.
2472	Rated 2 stars out of five stars	i used to love the app on the s7 edge. i just bought s10e which is better in all possible way but somehow macys images for item in list or cart no longer work. i reinstalled but no luck.
2473	Rated 1 stars out of five stars	its been crashing a LOT.
2487	Rated 1 stars out of five stars	every few days it needs to be updated. Doesn't keep me logged in. doesn't show the discountss I have.
2489	Rated 2 stars out of five stars	I always have a problem with what i want to look at and when I'm ready to check out it won't allow me to check out with my password even when I use your link to change my password....
2515	Rated 1 stars out of five stars	I use it love this app. But recently, there's an update every week!!!!! It's soo annoying. Very disappointing
2534	Rated 1 stars out of five stars	Take away the update
2540	Rated 1 stars out of five stars	Went to the app was redirected to the app store for an up date, did that and it still won't open
2560	Rated 2 stars out of five stars	There are less items on the Macy's app than on the Macy's webpage. This app is useless. Less selection with almost no discounts.
2565	Rated 1 stars out of five stars	Seems like we have to update your app more than any other app. It is really frustrating when you need to order something.
2572	Rated 2 stars out of five stars	Macy's app always slow
2578	Rated 1 stars out of five stars	I get 1 page of search results even though there are hundreds of items after filtering. App is clunky.
2579	Rated 2 stars out of five stars	app crashes instantly when tapping the Shop & Pay icon. Unlike other store apps, there is no other way to use the app to pay.
2601	Rated 1 stars out of five stars	I can't even get into my existing account to access this thing. It keeps saying my password is wrong and won't even allow for a reset.
2608	Rated 1 stars out of five stars	Downloaded for the 25% off promotion. It wouldn't apply to my order. Deleting now. Not reinstalling.
2621	Rated 1 stars out of five stars	They offer 25% off if you down load the app. No discount offered once you do. Scam!
2623	Rated 1 stars out of five stars	"Really? The update was to ""Get Fashion Advice"" when the app crashes constantly on account selection buttons. Fix the app 1st!"
2624	Rated 1 stars out of five stars	not satisfied with app
2627	Rated 2 stars out of five stars	I am unable to purchase via the app when the pop up sales happen the confirming ship blocks my ability to complete the order.
2629	Rated 1 stars out of five stars	w ont let me sign in
2630	Rated 2 stars out of five stars	This app doesn't show your input. And you can't access help with ease.eve. this form is below my keyboard.
2658	Rated 1 stars out of five stars	I hate that in order to use all apps you have to update them. Can't we choose if we want to!
2664	Rated 1 stars out of five stars	app won't open
2666	Rated 1 stars out of five stars	Constant updates! Seems like every time I open the app, it asks me to update.
2667	Rated 1 stars out of five stars	This is a hard way to try to buy. anything. I undrained app.. A joke.
2673	Rated 2 stars out of five stars	this app sucks!!!! it keeps asking for updates everyday..this is ridiculous! FIX UOUR SPP PLEASE
2686	Rated 1 stars out of five stars	its very slow
2688	Rated 2 stars out of five stars	I used to like Macy but recently I can not see the images of the items when I click on it.
2691	Rated 2 stars out of five stars	The app has so many glitches. It's easier to use the website to make purchases and browse.
2707	Rated 1 stars out of five stars	hate it! i don't want stuff from Macy's popping up on my phone Everytime i open it. annoying! that's why i uninstalled it.
2726	Rated 1 stars out of five stars	Is there an issue with play store or the app? It will not download. Love the app but it is an issue.
2736	Rated 2 stars out of five stars	Too frequent required update, which means bad app design. Otherwise, good.
2738	Rated 1 stars out of five stars	I cannot open this app since the new update. I do most of my purchases this way.
2744	Rated 1 stars out of five stars	terrible app - i couldnt even search for what i was looking for. no filters.
2745	Rated 2 stars out of five stars	I really dont like this app anymore since the update, when item states more colors you cant see them and it's so irritating PLEASE GO BACK TO THE OTHER VERSION
2747	Rated 1 stars out of five stars	Did not work.
2752	Rated 2 stars out of five stars	"Always have problem whenever I open the app; require update and "" your service is run out of time"" =="""
2754	Rated 1 stars out of five stars	use app gets 25% off. however it charged different than store and it ended up paying more than store.
2764	Rated 2 stars out of five stars	Glitchy and all of my search history is all over my game apps. I don't like it.
2767	Rated 1 stars out of five stars	In store experience doesn't work. I was unable to use my credit card (even though it swiped in store just fine)
2768	Rated 1 stars out of five stars	Offer coupon to try app, then automatically excludes every single item. Bait and switch, uninstalled immediately.
2771	Rated 1 stars out of five stars	I only downloaded for the promotion of 25% off but of course it did not apply to my purchase.
2779	Rated 1 stars out of five stars	Doesn't load my searches. The app is useless if you can't actually browse.
2784	Rated 1 stars out of five stars	Unable to load various pages, makes for a BAD shopping experience. Ended up ordering elsewhere.
2785	Rated 1 stars out of five stars	some times size variety
2788	Rated 1 stars out of five stars	app doesn't work when you order online. that's not good when you want to shop for Christmas gifts on line
2790	Rated 1 stars out of five stars	you can't even use the coupons , they exclude basically the whole store , wtf , very deciteful store.
2793	Rated 1 stars out of five stars	App is crashing
2810	Rated 2 stars out of five stars	freezes too much
2833	Rated 1 stars out of five stars	"ive tried to download this for 4 weeks straight and its always ""download pending""????? wth?"
2834	Rated 1 stars out of five stars	bag not displaying items
2840	Rated 1 stars out of five stars	I wanted a coat when I clicked on it my size was not available you website should this was frustrating it was not available at the store eirher
2849	Rated 1 stars out of five stars	It would let me shop, certain things I couldn't shop for and it's the only things I really want to shop for 😡
2852	Rated 1 stars out of five stars	thing won't let me browse through Google and it is taking forever to update.
2856	Rated 1 stars out of five stars	what's the point of scanning bar codes when it takes you to a page that says check in store
2867	Rated 2 stars out of five stars	It never works. Half the time won't load pages or products. Very frustrating.
2884	Rated 1 stars out of five stars	Forced to update only after 1 week of having the app. Not the best experience using the app.😯
2885	Rated 1 stars out of five stars	I can't log in to pay my bill via app, can't see order history....app is awful now.
2891	Rated 1 stars out of five stars	This app hardly works its always something for months it was a error now it won't completely update n I have items in my bag I'll probably have to reshop
2894	Rated 2 stars out of five stars	App is clunky and buggy, asking for shipping address repeatedly, dispute my address being in my profile.
2923	Rated 1 stars out of five stars	Misleading since you don't get to choose what you get to use the 25% off of.
2927	Rated 1 stars out of five stars	keeps telling me the app is not supported anymore. what gives?
2934	Rated 1 stars out of five stars	very slow. creates blank pages. kicks out of the app.
2937	Rated 1 stars out of five stars	I hate all the advertisements and the other advertisements that are hooked to Macy's as well I want out
2938	Rated 2 stars out of five stars	It won't let me shop online. You are missing my money lol
2940	Rated 1 stars out of five stars	Junk you cant track anything you cant click on item that you purchased and browse to it. Uninstalled it after 1 hour.
2967	Rated 1 stars out of five stars	You thought you were being sneaky adding pop-ups to my phone, huh.
2994	Rated 1 stars out of five stars	Offered a discount for downloading app then wouldn't let me use it.
2995	Rated 1 stars out of five stars	your app won't do for me. all other apps are do. just not Macy's
2998	Rated 1 stars out of five stars	Every month there is an update. What is the use in having this app? I can just go online
3000	Rated 2 stars out of five stars	This app never loads my credit card statments. I always have to call to pay my bill.
3004	Rated 1 stars out of five stars	the app after the update doens't work on my phone, i need help.
3005	Rated 1 stars out of five stars	Couldn't sign in...kept having to reset my password and still didnt work!!
3006	Rated 1 stars out of five stars	Would not let me update. Locked up on uninstall. No issues with other shopping apps
3008	Rated 1 stars out of five stars	doesn't update , been trying to update over a week still installing
3020	Rated 2 stars out of five stars	App never works. Its not a sometimes glitch, its all the time
3021	Rated 2 stars out of five stars	Keep having to update file whenever it is time to use.
3027	Rated 1 stars out of five stars	was not able to create a new password...very frustrating.
3035	Rated 1 stars out of five stars	Crashing on Android.
3038	Rated 1 stars out of five stars	I can't see any pictures, that's the point of a shipping app but I can't even use it.
3044	Rated 2 stars out of five stars	I been trying to buy something and it doesn't let me do it very disappointing
3048	Rated 2 stars out of five stars	App doesn't allowing you to see savings until checking out, plus 20% in store pick up not applied
3063	Rated 1 stars out of five stars	I am trying to install the updated app but it won't let me.
3069	Rated 1 stars out of five stars	Fergie doesnt come to visit so i unfriended her on Facebook aka Fakebook, Fraudbook again!
3087	Rated 1 stars out of five stars	Couldn't get signed into my account so I deleted the app
3090	Rated 2 stars out of five stars	Having problems at the check out. Does not let to fix the email address
3105	Rated 1 stars out of five stars	I just downloaded it a couple days ago and I already have to update it. Who has time for that.
3114	Rated 2 stars out of five stars	Doesn't check me in the store and doesn't connect to Google Pay.
3119	Rated 1 stars out of five stars	App didn't launch and I don't have time for it.
3137	Rated 1 stars out of five stars	Awful app. Have to close and reopen it to work sometimes.
3138	Rated 1 stars out of five stars	Had to uninstall due to latest update which made the app useless.
3143	Rated 1 stars out of five stars	I can only view shoes and men's clothes on the app
3147	Rated 2 stars out of five stars	I always have trouble with it loading no matter where I am..
3151	Rated 1 stars out of five stars	When I tried to purchase something using my giftcard it would not allow me to
3153	Rated 1 stars out of five stars	I shop on line with Macys all the time and now Icant get Macys app to download.
3160	Rated 1 stars out of five stars	Don't let me see my statement or make a payment, very upset
3171	Rated 1 stars out of five stars	Ever since the update I can't view any categories
3190	Rated 1 stars out of five stars	This app consistently freezes. Too often requires upgrades to fix.
3193	Rated 2 stars out of five stars	it's all right if you want to trying to get merchandise
3226	Rated 1 stars out of five stars	Cant put in card info, it doesn't show that I put it in
3227	Rated 2 stars out of five stars	I don't think your app work well with a phone.
3229	Rated 1 stars out of five stars	Basically sucks. Crashes, when it works it is super slow and links redirect to wring location
3232	Rated 1 stars out of five stars	it doesn't work correctly. and at Christmas time even
3234	Rated 1 stars out of five stars	seams like the macys app has to update its version every month.
3253	Rated 2 stars out of five stars	It updates too often making it cumbersome to use.
3256	Rated 2 stars out of five stars	Sometimes I can not check out on this app.
3279	Rated 1 stars out of five stars	i can't even download the app,
3299	Rated 1 stars out of five stars	I have tried several times to download the new app.
3315	Rated 2 stars out of five stars	old fashioned, stale bread, show biz old material MACY'S
3327	Rated 1 stars out of five stars	kept getting a message wrong info. even changed my password
3340	Rated 1 stars out of five stars	Won't accept my valid card as payment.
3364	Rated 2 stars out of five stars	The app has had an loading error for months !!
3393	Rated 1 stars out of five stars	macys app put ads on my phone! do not install thus app!
3398	Rated 1 stars out of five stars	app is not showing images of products.
3412	Rated 1 stars out of five stars	I can't get into my shopping cart.....😣
3419	Rated 1 stars out of five stars	this app only works 10%of the time
